call,final_score,class,total_qsos,power_multiplier,gota_call,section,number_of_participants,club_name,transmitters
K6DSW,102,1D,26,2,NA,LAX,1,NA,1
K6EI,20125,6AB,2091,5,W6ZZZ,SCV,25,West Valley Amateur Radio Assoc,6
K6GRL,62,1D,6,2,NA,SCV,1,NA,1
K6KP,1024,3F,27,2,NA,SCV,73,Cupertion ARES,3
K6KQV,920,1D,216,2,NA,SCV,1,NA,1
K6KS,550,1B1,100,2,NA,SV,1,NA,1
K6LI,2404,7A,367,2,NA,EB,20,North Bay ARA,7
K6LMN,214,1D,32,2,NA,LAX,1,NA,1
K6LY,2860,2A,791,2,K6NPS,SCV,18,Naval Postgraduate School,2
K6MAN,956,3F,269,2,NA,SJV,20,Manteca ARC,3
K6MAP,1182,3F,51,2,NA,SF,4,Ft Ross Volunteer Fire Dept Station 4,3
K6MEP,3100,9A,716,2,NA,SB,17,Ventura Cty ARC,9
K6MI,11400,1AB,1051,5,NA,SCV,8,Chew's Ridge Gang,1
K6MLE,102,1B1,1,2,NA,SF,1,NA,1
K6MMM,8504,3A,2078,2,N6OTA,SCV,82,San Lorenzo Valley ARC,3
K6NBR,1866,2A,492,2,NA,ORG,11,Newport Beach Repeater Club,2
K6ORI,1224,4A,187,2,NA,EB,19,Lamorinda Area Rad Interest Group,4
K6OTT,286,1E,8,2,NA,SCV,2,NA,1
K6OX,3062,4A,613,2,K6A,LAX,74,Antelope Valley ARC,4
K6P,1536,4A,242,2,NA,ORG,12,Sierra ARC,4
K6PAC,2288,6A,457,2,NA,SV,37,Western Placer ARC,6
K6PDQ,540,1B1,95,2,NA,SB,1,NA,1
K6PV,4932,2A,1357,2,KA6WNK,LAX,41,Palos Verdes ARC,2
K6PVA,574,1B1,212,2,NA,SV,1,NA,1
K6QLF,1310,3AB,59,5,NA,EB,15,ARC of Alameda,3
K6QM,2626,10A,420,2,NA,SDG,30,South Bay ARS,10
K6RCR,1248,2A,169,2,KA6D,ORG,17,Auxiliary Com Service,2
K6S,458,2A,4,2,NA,SF,4,Em Radio Response Team,2
K6SDX,680,2AB,6,5,NA,SV,3,Hat Creek Ham RC,2
K6SEA,809,1D,413,1,NA,OR,12,NA,1
K6SEE,2746,5F,657,2,NA,SDG,35,Lakeside ARC,5
K6SNY,1172,2A,116,2,NA,SCV,52,Sunnyvale ARES,2
K6SOA,6614,3A,1806,2,K6WO,ORG,141,South Orange ARA,3
K6SOL,1688,1F,509,2,NA,EB,9,Solano Cty Auxiliary Com Service,1
K6SON,2110,2A,385,2,W6SON,SF,50,Sonoma Cty Rad Ams,2
K6SYU,234,1D,46,2,NA,ORG,3,NA,1
K6TUO,1552,5A,290,2,NA,SJV,20,TCARES,5
K6TY,930,1B2,158,2,NA,SJV,2,NA,1
K6UF,498,1E,112,2,NA,SCV,1,NA,1
K6VRS,770,2B2,105,2,NA,SDG,2,NA,2
K6WCC,2818,1A,809,2,NA,SB,4,Wasteland Comm Corp,1
K6YA,4468,3A,1283,2,N6DQ,SCV,25,Foothills ARS,3
K6Z,9305,4AB,906,5,NA,LAX,7,Zuni Loop Mtn Expeditionary Force,4
K7A,3748,1B2,780,2,NA,MT,2,NA,1
K7AUO,1186,1A,451,2,NA,OR,4,TERAC,1
K7BD,604,4AC,187,2,NA,WWA,30,NA,4
K7BEN,80,1C,15,2,NA,NFL,1,NA,1
K7CCH,2342,3A,421,2,NA,OR,30,Coos Cty RC,3
K7CEM,3392,6F,712,2,NA,WWA,25,Centralia ARES,6
K7CST,1942,4A,332,2,N7MU,WWA,24,Kent Com Support Team,4
K7DNH,538,1B1,144,2,NA,NV,1,NA,1
K7EA,1354,1E,276,2,NA,UT,1,NA,1
K7EAR,2176,4A,399,2,NA,AZ,12,Eastern AZ ARS,4
K7ECI,1250,5A,200,2,NA,ID,15,NA,5
K7FDF,570,2A,47,2,NA,WWA,13,Renton Em Com Service,2
K7GGG,3444,1B2,1002,2,NA,AZ,2,NA,1
K7HON,1612,4A,387,2,NA,AZ,20,Honeywell - Glendale ARC,4
K7IA,5220,1B1B,487,5,NA,NM,1,NA,1
K7ID,2308,3AC,511,2,NA,ID,47,Kootenai ARS,3
K7IP,62,1D,3,2,NA,WWA,1,NA,1
K7JEO,1394,1B1,572,2,NA,UT,1,NA,1
K7JKM,50,1D,25,2,NA,OR,1,NA,1
K7JQ,106,1D,56,1,NA,AZ,1,NA,1
K7JSG,120,1D,24,2,NA,WWA,1,NA,1
K7JWM,74,1D,37,2,NA,WWA,1,NA,1
K7LHC,1498,2A,349,2,NA,AZ,9,London Bridge ARA,2
K7LOP,320,1D,135,2,NA,NV,1,NA,1
K7LWH,786,4E,197,2,NA,WWA,10,NA,4
K7LYY,1150,1A,375,2,NA,MT,24,Flathead Valley ARC,1
K7MAR,2022,4F,250,2,NA,OR,7,ARES Marion CTY,4
K7MK,422,1B1C,181,2,NA,ID,1,NA,1
K7MPR,2874,5A,604,2,NA,AZ,20,Mohave ARC,5
K7MVA,1414,5A,351,2,NA,ID,17,Magic Valley ARC,5
K7MY,75,1D,75,1,NA,AZ,1,NA,1
K7NEW,510,1E,115,2,NA,WWA,1,NA,1
K7NJC,160,1E,30,2,NA,MT,1,NA,1
K7NWS,4232,3A,857,2,W7MIR,WWA,44,Boeing Employees ARS & Mercer Island Radio Ops,3
K7OVG,340,1E,27,2,NA,ID,1,NA,1
K7PX,960,2B2,178,2,NA,MT,2,NA,2
K7QFE (+K7RPX),164,2B2C,82,2,NA,OR,2,NA,2
K7RDG,2844,2A,657,2,W7SVD,AZ,24,Cochise ARA,2
K7REM,1330,3A,220,2,NA,WWA,20,Redmond ARES,3
K7RF,2550,1E,600,2,NA,OR,1,NA,1
K7RQN/7,168,1B1,34,2,NA,ID,1,NA,1
K7SDX,1146,2E,386,2,NA,EWA,19,NA,2
K7SEL,1344,2E,418,2,NA,ID,7,NA,2
K7SI,1625,4AB,107,5,NA,ID,4,Snake River ARC,4
K7T,6510,3F,1539,2,WØHF,AZ,50,Oro Valley ARC,3
K7TD,4678,1E,1132,2,NA,CO,3,NA,1
K7TR,652,1D,236,2,NA,AZ,1,NA,1
K7UM,4420,3A,1337,2,NA,UT,19,Utah DX Assoc,3
K7UT,2190,1AB,236,5,NA,UT,3,Wolf Creek Crazies,1
K7VBY,86,1D,11,2,NA,OR,1,NA,1
K7VGF,278,1E,32,2,NA,WWA,1,NA,1
K7W,2198,2A,579,2,NA,WWA,4,Pacific NW QRP Group,2
K7WLF,282,1D,65,2,NA,AZ,1,NA,1
K7YB,992,1B1,240,2,NA,MT,1,NA,1
K7ZYV,250,1D,50,2,NA,MS,1,NA,1
K8BF,9520,4A,3147,2,WB8LCD,OH,115,Portage Cty AR Serv,4
K8BHK,214,1D,44,2,NA,MI,1,NA,1
K8BLP,1994,4A,419,2,NA,OH,10,Triangle ARC,4
K8BMI,2286,9A,323,2,NA,MI,20,Barry Cty ARC,9
K8BRC,1786,4A,344,2,NA,MI,12,Black River ARC,4
K8BXQ,3846,6A,799,2,K8LI,OH,12,Fulton Cty ARC,6
K8CAD,960,2A,170,2,NA,MI,15,Wexaukee ARC,2
K8CY,4414,3A,1410,2,KD8WJL,OH,25,Ashtabula Cty ARC,3
K8DAA,4028,5A,1001,2,NA,MI,25,Holland ARC,5
K8DAC,3098,5A,773,2,NA,MI,15,Saginaw Valley ARA,5
K8DF,3582,3A,986,2,K8TPH,WV,9,Stonewall Jackson ARA,3
K8DTX,4518,4F,1128,2,NA,MI,10,MICON-DTX,4
K8EEN,5666,4A,1553,2,NA,OH,35,Mt Vernon ARC,4
K8EG,1560,1B1B,131,5,NA,OH,1,NA,1
K8EMA,3178,2F,889,2,NA,OH,8,Shelby Cty Ohio ARES,2
K8EPV,874,2A,213,2,W8GWS,MI,16,Eastern MI ARC,2
K8ER,2074,1B1,481,2,NA,MI,1,NA,1
K8ES,14456,4A,4086,2,W8JK,OH,101,DE ARA,4
K8ESQ,2364,2A,557,2,NA,MI,4,Thhe FPL Group,2
K8ET,2460,1E,904,2,NA,MI,3,NA,1
K8FZY,92,1D,11,2,NA,OH,1,NA,1
K8GC,2664,5A,537,2,NA,MI,48,Garden City ARC,5
K8GQB,1382,2F,145,2,KD8WYO,OH,7,Lisbon Area ARA,2
K8HRC,1360,3AC,288,2,KB9YJH,MI,23,Hillsdale Cty ARC,3
K8IJ,162,1E,28,2,NA,KY,1,NA,1
K8JSM,54,1D,2,2,NA,OH,1,NA,1
K8KRG,1562,4A,265,2,NA,OH,32,Northern OH ARS,4
K8LBH,652,1A,251,2,NA,NFL,8,Zoo Crew 147.120 Repeater Group,1
K8LGN,1064,3A,207,2,NA,OH,15,Hockig Valley ARC,3
K8MU,3042,2B2,721,2,NA,MI,2,NA,2
K8NOW,1214,3A,246,2,NA,MI,5,Metropolitan ARC,3
K8OT,450,1D,101,2,NA,MI,1,NA,1
K8PA,1150,3A,202,2,NA,MI,20,Thunder Bay ARC,3
K8PI,6046,3A,1696,2,W8BLV,OH,35,Dial Radio Club,3
K8PL,1846,4A,410,2,NA,MI,20,Delta Cty ARS,4
K8PXR,390,1E,145,2,NA,OH,1,NA,1
K8QIK,1260,4A,200,2,NA,OH,19,Lancaster & Fairfield Cty ARC,4
K8RMM,275,1E,5,5,NA,MI,1,NA,1
K8SCH,6082,3A,1720,2,W1SCR,OH,30,Oh-Ky-In ARS,3
K8TKA,4756,6A,1090,2,NA,OH,45,20/9 Radio Club,6
K8UDZ,426,1B2,138,2,NA,MI,2,NA,1
K8UNS,8440,4A,2714,2,NA,MI,47,LARC-FARL,4
K8UO,11390,10AB,1174,5,NA,MI,53,Utica Shelby Em Com Assoc,10
K8UU,1616,3AC,612,2,NA,OH,12,Drake RC,3
K8VEB,494,2B2,118,2,NA,MI,2,NA,2
K8VNQ,2050,2A,292,2,KD8MIV,WV,5,Mountain State Transmitters,2
K8WTF,424,1E,70,2,NA,OH,1,NA,1
K8WZY,122,1E,11,2,NA,OH,1,NA,1
K8ZC,2924,4A,587,2,NA,OH,12,Tipp City AR Group,4
K8ZT,2160,1B1B,200,5,NA,OH,1,NA,1
K9AVE,2528,1A,631,2,W9SP,IL,8,Illinois Valley RA,1
K9BAR,3076,4A,708,2,NA,IL,32,NA,4
K9BIZ,688,3A,148,2,NA,WI,8,SE WI FM Am Rep  Soc,3
K9CJ,2274,1D,531,2,NA,IL,1,NA,1
K9CU,3458,4A,825,2,NA,IL,20,Twin City  ARC,4
K9DIY,2032,2A,358,2,K9SOU,IN,62,Bloomington ARC,2
K9EAM,1454,3A,153,2,NA,WI,15,The Green Bay Mike & Key Club,3
K9ELF,54,1D,2,2,NA,IN,1,NA,1
K9ESV,4970,3F,1117,2,NA,IL,15,McHenry Cty RACES / ARES,3
K9F,1760,1B2B,161,5,NA,WI,2,NA,1
K9GDF,938,1D,222,2,NA,WI,1,NA,1
K9HC,844,2A,172,2,NA,IN,13,Huntington Cty ARS,2
K9HD,924,2A,228,2,NA,IN,11,NA,2
K9I,1786,4A,501,2,NA,IL,24,Fulton Cty ARC,4
K9IDQ,187,1D,137,1,NA,IL,1,NA,1
K9IQP,5264,3F,1236,2,W9QL,IL,27,Lake Cty RACES / ARES,3
K9IYP,516,1A,73,2,NA,IL,8,Picorams,1
K9JWV,2320,1E,217,5,NA,UT,1,NA,1
K9KD,1184,1B2,226,2,NA,IN,2,NA,1
K9KEW,544,1A,97,2,NA,WI,4,NA,1
K9MCE,2690,3A,548,2,KC9ZMD,IL,7,Macoupin Cty ARC,3
K9MOT,4812,2A,1412,2,N9EP,IL,18,Motorola ARC,2
K9NN,6088,2A,1474,2,W9DUK,IN,25,Muncie Area ARC,2
K9NO,1340,1E,330,2,NA,IL,1,NA,1
K9OM,3450,1E,800,2,NA,WI,1,NA,1
K9ONA,1724,2A,376,2,NA,IL,24,Six Meter Club of Chicago,2
K9OR,13112,3A,3552,2,K9RST,IL,130,North Shore RC,3
K9QZX,922,2A,36,2,NA,IN,6,Owen Cty ARA,2
K9RN,3112,1A,730,2,NA,IL,15,McHenry Cty Wireless Assoc,1
K9S,1440,3A,155,2,W9PIA,IL,26,Peoria Area ARC,3
K9SAT,426,1E,88,2,NA,AZ,1,NA,1
K9SG,674,1D,599,1,NA,IN,1,NA,1
K9SRS,1576,2B2,322,2,NA,IL,2,NA,2
K9TF,1760,1E,161,5,NA,WI,3,NA,1
K9UQN,2186,1D,523,2,NA,TN,1,NA,1
K9UT,362,1D,78,2,NA,IN,1,NA,1
K9UW,4468,1F,1229,2,NA,WI,4,Amherst Area Amateurs,1
K9VMP,580,3F,60,2,NA,IL,4,Melrose Park ARES / RACES,3
K9VS,88,1D,44,2,NA,WI,1,NA,1
K9WM,2568,1F,520,2,NA,IL,21,GRVARS,1
K9ZA,4752,1A,1197,2,NA,IL,3,Federation of AR Ops,1
K9ZXO,382,1B1,49,2,NA,IL,1,NA,1
KA1BVV,102,1D,52,1,NA,ME,1,NA,1
KA1PPV,150,1D,25,2,NA,CT,1,NA,1
KA1QYP,470,1B1,110,2,NA,RI,1,NA,1
KA1RFD,82,1D,8,2,NA,ME,1,NA,1
KA1RWY,54,1D,2,2,NA,CT,1,NA,1
KA1SG,1850,1B1B,160,5,NA,ME,1,NA,1
KA2BEO,506,1B2,42,2,NA,SNJ,2,NA,1
KA2BPP,54,1D,2,2,NA,NLI,1,NA,1
KA2DDO,890,1B2,120,2,NA,EPA,2,NA,1
KA2ENE,50,1D,25,2,NA,WNY,1,NA,1
KA2FHN,1370,1E,118,5,NA,WNY,1,NA,1
KA2OEE,510,1B1,180,2,NA,AR,1,NA,1
KA2OUO,2496,1B1,638,2,NA,MDC,1,NA,1
KA2QPG,2805,1AB,265,5,NA,WPA,9,PA Knightlites,1
KA2REY,374,1B1,56,2,NA,ENY,1,NA,1
KA2VCW,260,1E,55,2,NA,WNY,1,NA,1
KA2ZEY,410,1B1B,26,5,NA,NLI,1,NA,1
KA3KSP,192,1C,46,2,NA,WPA,1,NA,1
KA3NZR,2054,2D,569,2,NA,WV,2,NA,2
KA3PCX,318,1E,67,2,NA,EPA,1,NA,1
KA3PMW,1382,3A,506,2,NA,WPA,5,NA,3
KA5B,708,2A,169,2,NA,NM,15,Eastern NM  ARC,2
KA5CJJ,3050,1B1B,310,5,NA,NTX,1,NA,1
KA5EZQ,70,1F,35,2,NA,LA,3,Plaquemines Parish EOC,1
KA5NDH,330,1D,104,2,NA,NFL,1,NA,1
KA6MLE,170,1D,120,1,NA,SB,1,NA,1
KA6PUW,218,1E,34,2,NA,ORG,1,NA,1
KA7NPQ,178,1E,39,2,NA,AZ,1,NA,1
KA7NWF,222,1D,86,2,NA,WWA,1,NA,1
KA7RRA,324,1E,87,2,NA,WWA,1,NA,1
KA9P,1074,1B2,253,2,NA,IL,2,NA,1
KAØEIC,66,1D,4,2,NA,KS,1,NA,1
KAØREN,622,1B1,118,2,NA,MO,1,NA,1
KB1HXO,490,1E,70,2,NA,WMA,1,NA,1
KB1NGQ,158,1D,27,2,NA,VT,1,NA,1
KB1WXC,320,1B1B,7,5,NA,EMA,1,NA,1
KB2BE,224,1E,12,2,NA,WCF,1,NA,1
KB2MN,1930,1E,168,5,NA,SNJ,1,NA,1
KB2OBQ,1260,1B1B,101,5,NA,NFL,1,NA,1
KB2URI,976,2E,85,2,NA,WNY,1,NA,2
KB3ANZ,70,1D,10,2,NA,MDC,1,NA,1
KB3BYA,298,1B1,24,2,NA,WPA,1,NA,1
KB3CVD,1044,2F,193,2,NA,MDC,5,UMBC ARC,2
KB3GDG,892,1A,361,2,NA,WPA,4,Tuscarora Mtn Group,1
KB3INE,180,1D,65,2,NA,SC,1,NA,1
KB3IRR,314,1D,132,2,NA,EPA,1,NA,1
KB3JHC,62,1C,6,2,NA,NC,1,NA,1
KB3LIX,1492,1D,354,2,NA,WPA,1,NA,1
KB3ORR,160,1E,55,2,NA,WPA,1,NA,1
KB3PSL,582,2A,12,2,WB3CNJ,WPA,4,West Cty ARA,2
KB3YOT,190,1B1B,8,5,NA,NC,1,NA,1
KB4CC,1056,3AC,317,2,NA,GA,10,Camden Cty ARS,3
KB4RG,68,1D,34,2,NA,STX,1,NA,1
KB4VL,120,1D,35,2,NA,TN,1,NA,1
KB5ARC,1114,2F,227,2,NA,MS,6,East Central MS Chapter  American Red Cross,2
KB5ENP,686,1D,140,2,NA,MO,2,NA,1
KB5EZ,1000,1E,65,5,NA,AL,1,NA,1
KB5FIO,1220,1B1B,77,5,NA,STX,1,NA,1
KB5MAR,656,2F,84,2,NA,NTX,17,Marshall ARC,2
KB5MZ,790,1AC,67,2,NA,MS,5,Southern MS YL,1
KB5TX,4468,8A,1037,2,NA,STX,35,NA,8
KB5WRK,254,1E,51,2,NA,NTX,1,NA,1
KB6A,550,1D,125,2,NA,ORG,1,NA,1
KB6EOC,1788,2F,409,2,NA,EB,36,Benicia ARC,2
KB6TR,746,3E,198,2,NA,SV,3,NA,3
KB7EWA,264,1C,7,2,NA,ID,1,NA,1
KB7HDX,266,1D,108,2,NA,EWA,1,NA,1
KB7PJH,436,1AC,92,2,NA,MT,4,NA,1
KB7RGX,346,1B1,48,2,NA,OR,1,NA,1
KB7YSY,260,1D,105,2,NA,AZ,1,NA,1
KB8MRC,54,1D,2,2,NA,OH,1,NA,1
KB8PGW,1810,1E,176,5,NA,MI,1,NA,1
KB8UHN,1430,1B1,615,2,NA,OH,1,NA,1
KB8X,380,1E,70,2,NA,OH,1,NA,1
KB9OHY,1386,4A,218,2,NA,IN,11,Orange Cty ARC,4
KB9S,2022,1E,468,2,NA,WI,1,NA,1
KB9TYT,196,1D,80,1,NA,IL,1,NA,1
KB9UIY,260,1B1B,22,5,NA,OH,1,NA,1
KBØHLF,362,1E,106,2,NA,WI,1,NA,1
KBØLQJ,735,2AB,9,5,W7YMG,UT,3,U of UT Amateur Radio,2
KBØNHW,2226,2A,334,2,NØPVZ,MO,5,Oak Grove Hamsters,2
KBØSMX,2584,4A,402,2,NA,NE,24,Plattsmouth ARC,4
KBØSSR,1772,3A,301,2,NA,KS,39,Emporia ARS,3
KBØTLL,3324,1A,1252,2,NA,MO,25,Jefferson Cty ARC & Ancient Modulators,1
KBØUBZ,194,1D,72,2,NA,CO,1,NA,1
KBØVAC,812,2A,181,2,NA,KS,10,NA,2
KBØYH,1278,1E,316,2,NA,CO,1,NA,1
KBØYTO,270,1B1,10,2,NA,NE,1,NA,1
KC1SS,570,1B1B,64,5,NA,VT,1,NA,1
KC1V,574,1D,131,2,NA,CT,1,NA,1
KC2AUO,560,2A,125,2,NA,NNY,5,Mohawk Valley  ARA,2
KC2JAV (+KA8HUZ),400,1B2,75,2,NA,OH,2,NA,1
KC2JRQ,185,1B1B,7,5,NA,NLI,1,NA,1
KC2KME,160,1B1B,6,5,NA,WNY,1,NA,1
KC2KQH,66,1D,8,2,NA,SNJ,1,NA,1
KC2LWD,182,1D,16,2,NA,EPA,2,NA,1
KC2LZO,355,1B1B,1,5,NA,MDC,1,NA,1
KC2MBV,254,1D,61,2,NA,NLI,1,NA,1
KC2NEO,158,1B1,4,2,NA,NNJ,1,NA,1
KC2PDO,80,1D,15,2,NA,NNJ,1,NA,1
KC2RC,778,1A,205,2,NA,NLI,8,Kings Cty RC,1
KC2SVS,390,1AB,18,5,NA,NNJ,4,OMARC Lite,1
KC2UGV/P,286,1C,34,2,NA,WNY,1,NA,1
KC2WUF,238,1D,26,2,NA,NNJ,1,NA,1
KC2ZZO,1204,4AC,493,1,NA,NNY,10,Bear Bait RC,4
KC3AM,1962,3A,559,2,NA,DE,15,Delaware Valley ARA,3
KC3ARC,714,2A,135,2,WB3JUV,DE,14,Kent Cty ARC,2
KC3BKR,60,1C,5,2,NA,NC,1,NA,1
KC3OQ,388,1E,119,2,NA,DE,2,NA,1
KC4EM,3134,3A,553,2,KJ4SVB,TN,46,Middle East TN Em Rad Serv,3
KC4ERT,2504,4A,452,2,NA,NFL,15,Navarre CERT ARC,4
KC4UG,1946,3A,498,2,NA,AL,15,West AL ARC,3
KC4UJN,130,1D,40,2,NA,KY,1,NA,1
KC4ZA,980,1E,83,5,NA,VA,1,NA,1
KC5OLO,2020,4F,516,2,NA,WTX,40,Key City ARC,4
KC5TGF,170,1E,14,5,NA,NTX,1,NA,1
KC5WA,375,1E,45,5,NA,LA,1,NA,1
KC5YWN,280,1D,115,2,NA,AR,1,NA,1
KC7CUE,206,1D,78,2,NA,MT,1,NA,1
KC7KEY,1612,2A,339,2,NA,WWA,32,Maple Valley ARC,2
KC7O,754,1B1,277,2,NA,ORG,1,NA,1
KC7WZL,365,1B1B,63,5,NA,ID,1,NA,1
KC7Z,5546,4A,1652,2,KX7DX,WWA,39,Kitsap Cty ARC,4
KC8CNN,1296,3A,348,2,NA,MI,9,TCARA/ARES FD Group,3
KC8FOV,86,1B1C,18,2,NA,OH,1,NA,1
KC8IKK,270,1D,135,2,NA,OH,1,NA,1
KC8KE,1020,1D,402,2,NA,MI,1,NA,1
KC8RTW,92,1D,46,2,NA,MI,1,NA,1
KC8SQC,490,1B1B,14,5,NA,NV,1,NA,1
KC8VC,2952,2A,676,2,W8JWN,MI,18,Mich-A-Con ARC,2
KC8WIT,949,2F,230,1,NA,OH,12,Huron Co AR Serv,2
KC8YLZ,134,1D,42,2,NA,OH,1,NA,1
KC9CCQ,493,2E,223,1,NA,WI,2,NA,2
KC9CSH,375,1B1B,5,5,NA,IL,1,NA,1
KC9HZC,131,1C,31,1,NA,IL,1,NA,1
KC9ILS,412,1B2,131,2,NA,IL,2,NA,1
KC9OLF,1032,4AC,218,2,NA,IN,15,Tri-Cty Amateurs,4
KC9SFL,1014,2AC,141,2,NA,IN,15,Daviess Cty  ARC,2
KC9VID,570,1F,10,2,NA,IL,2,LaSalle Cty RACES,1
KCØCDM,254,1E,26,2,NA,IA,1,NA,1
KCØIUY,52,1E,1,2,NA,KS,1,NA,1
KCØLMX,490,2B2,70,2,NA,ND,2,NA,2
KCØRPS,196,1C,23,2,NA,WY,1,NA,1
KCØTXV,14,1B1,14,1,NA,CO,1,NA,1
KCØUXC,1156,1E,233,2,NA,SD,2,NA,1
KCØVRV,188,1B2,19,2,NA,MN,2,NA,1
KD2AJO,408,3D,149,2,NA,WNY,3,NA,3
KD2BRB,70,1D,10,2,NA,NLI,1,NA,1
KD2CPX,1518,3A,354,2,NA,NNY,26,Thousand Islands Rep Club,3
KD2EOM,258,1D,72,2,NA,ENY,2,NA,1
KD2ETT,2974,4A,556,2,NA,WNY,31,Central NY Contesters,4
KD2GCW,404,2A,102,2,NA,SNJ,4,ARS of South Jersey,2
KD2GLZ,1014,2AC,262,2,KB2UNZ,NNJ,7,West Morris ARC,2
KD4BAO,454,1E,102,2,NA,SC,2,NA,1
KD4BTD,152,1C,1,2,NA,SFL,1,NA,1
KD4QMY,128,1D,39,2,NA,GA,1,NA,1
KD4YDD,44,1D,22,2,NA,GA,1,NA,1
KD5BBR,600,1B1,150,2,NA,OK,1,NA,1
KD5C,8930,2A,2335,2,NA,WTX,25,Midland ARC,2
KD5DLZ,252,1B1,51,2,NA,OK,1,NA,1
KD5HAL,402,1F,13,2,NA,STX,5,Ft Bend Cty EMROG,1
KD5JFE,76,1D,13,2,NA,LA,1,NA,1
KD5RCA,1636,3A,350,2,NA,NTX,32,Four States ARC,3
KD5WBW,144,1E,11,2,NA,NTX,1,NA,1
KD5YPH,64,1D,7,2,NA,CO,1,NA,1
KD6CP,362,2B2,146,2,NA,SD,2,NA,2
KD6OI,1002,3A,38,2,NA,ORG,20,Mile High RC,3
KD6ZLB,114,1D,32,2,NA,EB,2,NA,1
KD7LEE,126,1D,26,2,NA,WWA,1,NA,1
KD7MSC,794,1D,232,2,NA,OR,1,NA,1
KD7OED,480,1B1B,44,5,NA,AZ,1,NA,1
KD7PH,2204,3A,343,2,W7YH,ID,26,Palouse Hills ARC,3
KD7YDL,186,1E,43,2,NA,WWA,1,NA,1
KD8BNV,2284,3A,389,2,KD8FLT,OH,10,Wyandot Area Ham Ops Organization,3
KD8OBW,140,1D,45,2,NA,OH,1,NA,1
KD8RUC,140,1D,45,2,NA,MI,1,NA,1
KD8SQ,1150,2A,400,2,NA,OH,8,OARS,2
KD8UXB,382,1B1,33,2,NA,OH,1,NA,1
KDØBSS,52,1C,1,2,NA,KS,1,NA,1
KDØHBS,78,1D,39,2,NA,MO,1,NA,1
KDØIOE,396,1B2,62,2,NA,ND,2,NA,1
KDØJLE,424,1E,137,2,NA,CO,1,NA,1
KDØMC,986,3A,168,2,NA,MN,4,Murray Cty ARC,3
KDØMVJ,504,1F,216,2,NA,IA,7,Johnson Cty ARES,1
KDØNEB,1498,3A,224,2,KDØBR,IA,48,Hiawatha ARC,3
KDØPIO,110,1D,30,2,NA,MN,1,NA,1
KDØTCP,785,2AB,89,5,NA,MN,4,Shanley High School ARC,2
KDØTOS,1868,2A,256,2,NA,CO,10,Big Sandy ARC,2
KDØXT,75,1B1B,5,5,NA,MN,1,NA,1
KDØYNH,161,1C,61,1,NA,MN,2,NA,1
KE2D,5662,2A,1695,2,NA,SNJ,5,Free Radicals,2
KE2WY,1452,1B1,366,2,NA,WNY,1,NA,1
KE3X,538,1D,127,2,NA,MDC,1,NA,1
KE4FD,3334,3A,842,2,N4HHM,NFL,7,NW FL ARC,3
KE4RX,1602,4A,300,2,NA,TN,25,Roane Cty ARC,4
KE4WBI,14,1D,7,2,NA,NFL,1,NA,1
KE4YVF,1054,4A,164,2,NA,NC,5,Yadkin Valley ARC,4
KE4ZDJ,298,1D,74,2,NA,KY,1,NA,1
KE5FSY,694,1A,22,2,NA,AR,9,AR Diamons,1
KE5IRK,318,1D,67,2,NA,OK,1,NA,1
KE5LOT,1488,2F,218,2,NA,STX,14,Hays/ Caldwell ARC,2
KE5MIQ,2242,2A,384,2,NA,NM,16,Sacramento Mtns RC,2
KE5RTI,874,1E,156,2,NA,STX,1,NA,1
KE5TRB,962,4A,145,2,NA,STX,8,Oak Forest ARC,4
KE5UES,384,1D,42,2,NA,NTX,4,NA,1
KE6DII,65,1E,3,5,NA,LAX,1,NA,1
KE6F,712,2B2,261,2,NA,SV,2,NA,2
KE6K,985,1E,143,5,NA,AZ,1,NA,1
KE6RN,1740,2A,202,2,NA,SJV,19,Claifornia City ARC,2
KE6TIM,246,1E,48,2,NA,SCV,1,NA,1
KE6VUS,252,1E,88,2,NA,SV,1,NA,1
KE6WC,662,1E,306,2,NA,SF,1,NA,1
KE7GKI,162,1D,56,2,NA,AZ,1,NA,1
KE7TM,14,1D,7,2,NA,AZ,1,NA,1
KE8CU,534,4AC,136,2,NA,MI,4,BOARS,4
KE8M,4790,3E,478,5,NA,OH,2,NA,3
KE8RV,1256,4F,208,2,NA,OH,21,Madison Cty ARC,4
KE9F,86,1D,12,2,NA,IL,1,NA,1
KE9SA,64,1D,7,2,NA,WI,2,NA,1
KEØG,4490,1B1B,439,5,NA,MN,1,NA,1
KF2MR,464,1E,72,2,NA,WNY,1,NA,1
KF4KI/VE3,160,1C,5,2,NA,ONS,1,NA,1
KF4L,1220,2A,240,2,NA,TN,30,Clarksville Am Transmitting Soc,2
KF4VXJ,334,1E,42,2,NA,NC,1,NA,1
KF5NIX,678,1E,289,2,NA,STX,4,NA,1
KF5RGU,316,1B1,8,2,NA,NM,1,NA,1
KF5SYB,296,1D,138,2,NA,STX,3,NA,1
KF5WBU,134,2D,42,2,NA,OK,2,NA,2
KF6FIX,196,1D,24,2,NA,ORG,1,NA,1
KF6I,813,1E,395,1,NA,ORG,4,NA,1
KF6NNM,914,3F,188,2,NA,SV,5,Friends and AR Com Enthusiasts,3
KF6RXB,96,1D,46,1,NA,SF,1,NA,1
KF7CIA,564,2A,157,2,NA,WWA,8,World Wide ARG,2
